"id","addresse","city","name","postal_code","phone_number"
2414,"32, Avenue Magellan","Marguerittes","Centre de vaccination de Marguerittes","30320","0800541919"
2415,"80, Avenue du Général de Gaulle","Créteil","CD94 Créteil Pyramide","94000",NULL
2416,"84, Rue Francis de Pressensé","Saint-Denis","EMV Groupe SOS Solidarité (Pressensé)","93210",NULL
2417,"2, Chemin du Tram","Contes","Centre de Vaccination - Mairie annexe de la Pointe de Contes","06390","08 05 01 66 66"
2418,", Avenue de Lérins","Moustiers-Sainte-Marie","Moustiers-Sainte-Marie - Centre éphémère","04360",NULL
2419,"11, Impasse Francoeur","Viry-Châtillon","Viry-Châtillon/Juvisy-sur-Orge CVAE","91170",NULL
2420,"13, Rue de la poste","Coullons","CV éphémère Coullons","45720",NULL
2421,"Gymnase, Chemin des jardins","Châtillon-Coligny","CV éphémère Chatillon-Coligny","45230",NULL
2422,"24, rue Ladureau","Orléans","Equipe Mobile-CPAM","45000",NULL
2423,"8, Rue Pierre Fourier","Nancy","Centre de vaccination Nancy Hôtel de ville","54000",NULL
2424,"59, Avenue du Général de Gaulle","Pompey","Centre de Vaccination Pompey Hartmann","54340",NULL
2425,"1, Place Gabriel Péri","Le Blanc-Mesnil","Centre de vaccination - Le Blanc-Mesnil / Marie du Blanc-Mesnil","93150","0623691288"
2426,"1, Rue Michel Begon","Blois","APST Equipe mobile","41000",NULL
2427,"16, Mail Pierre Charlot","Blois","CH BLOIS - CV département - équipe mobile","41000",NULL
2428,"35, Place du Châtelet","Orléans","CV du CIHL","45000",NULL
2429,"9, Rue des Ecoles","Nangis","Centre de vaccination éphémère de Nangis","77370",NULL
2430,"88, Cours Victor Hugo","Cenon","Centre de Vaccination - CENON","33150",NULL
2431,"4, Rue du Marche Neuf","Cergy","Centre de vaccination - Le Carreau","95000",NULL
2432,"16, Rue Principale","Saint-Rémy-la-Vanne","Centre de vaccination éphémère  CC des 2 Morins","77320",NULL
2433,"23, Avenue de lAriège","Foix","FOIX-ESTIVE","9000",NULL
2434,"7, Rue Mongenot","Saint-Mandé","Equipe mobile - Centre de santé VAL CONSULT","94160",NULL
2435,"1, Rue Pierre Beregovoy","Évry-Courcouronnes","Université Evry","91000",NULL
2436,"9 D, Boulevard Jourdan","Paris","Opération Cité Universitaire","75014",NULL
2437,"9, rue Louis Labonne","Fleury-les-Aubrais","Vacci-Drive Gare Fleury-les-Aubrais","45400",NULL
2438,"7, Place de l’Hotel de Ville - Esplanade de la Libération","Paris","Centre du Parvis de l'Hôtel de Ville","75004","3975"
2439,"5, Rue Eugène Freyssinet","Paris","Centre de vaccination Station F","75013",NULL
2440,"18, Place de la République","Paris","Opération Vaccivélo République","75010",NULL
2441,", Place Osburg","Velars-sur-Ouche","VELARS SUR OUCHE -Salle Polyvalente ","21370",NULL
2442,"31, Av du President Salvador Allende","Bobigny","CV/EMV - Bobigny","93000",NULL
2443,"43, Rue Charles Baudelaire","Saint-Joseph","Centre Multi Services de Langevin","97480","0262 72 47 21 "
2444,"98, Allee des Champs Elysees (Courcouronnes)","Évry-Courcouronnes","Evry Agora Centre commercial ","91000",NULL
2445,", Avenue Eugène Donadei","Saint-Laurent-du-Var","Centre vaccination CAP 3000","06700",NULL
2446,", boulevard Tanguy Prigent","Brest","Equipe mobile vaccination du Tour de France","29200",NULL
2447,"1, Rue d’Aubrac","Les Ulis","les Ulis centre commercial ","91940",NULL
2448,"9, Boulevard des Alliés","Vesoul","Centre de vaccination du Centre d'examens de santé - Vesoul","70000","03 84 97 72 11"
2449,"Centre KINGA, Route Nationale 1 - Kaweni","Mamoudzou","SDIS 976","97600","02 69 63 94 62 "
2450,"3, Avenue de la Liberté","Évry-Courcouronnes","Evry CVAE Montesquieu/Brassens","91000",NULL
2451,"1, Rue des Etangs","Cergy","Centre de vaccination - Base de loisirs Cergy-Neuville","95000",NULL
2452,"1, Boulevard de France","Évry-Courcouronnes","Evry-préfecture/cité administrative CVAE","91000",NULL
2453,"40, Rue de Malleville","Enghien-les-Bains","Centre de vaccination territorial Centre Val d’Oise Plaine Vallée – Enghien-Montmorency","95880",NULL
2454,", Route de Gallargues - Salle polyvalente du Lycée Lucie Aubrac","Sommières","Centre de vaccination de Sommières","30250","0800009110"
2455,", route de langres","Dijon","DIJON - Toison d'Or - Porte 8","21000",NULL
2456,"390, Rue Jean Marie Tjibaou","Avignon","Carrefour Courtine - Centre éphémère","84000",NULL
2457,"284, Rue de la Libération","Fère-Champenoise","centre de vaccination de FERE-CHAMPENOISE","51230","03 26 42 47 01"
2458,"90, Rue Hubert Delisle","Saint-Joseph","Centre de vaccination : Site des Lianes (Saint-Joseph)","97480","0262 724 720"
2459,"1, Place de l’Hôtel de Ville","Nanterre","Equipe mobile Protection civile 92","92000",NULL
2460,"27, Rue du Forest d’Entrais","Gap","Service de Santé au Travail GEST 05 GAP (réservé au public prioritaire)","05000","04 92 51 34 23"
2461,"44, Rue André Theuriet","Bar-le-Duc","Lieu de vaccination de Bar-le-Duc centre - Theuriet","55000","0372850117"
2463,", Avenue de la Résistance","Saint-Jean-du-Gard","centre de vaccination de Saint-Jean du Gard","30270",NULL
2464,", Avenue de la Résistance","Saint-Jean-du-Gard","centre de vaccination Saint-Jean du Gard","30270",NULL
2466,"1, Rue Aristide Berges","Carcassonne","CV Service départemental d'incendie et de secours ","11000",NULL
2467,"13, Rue Claude Perry","Chalon-sur-Saône","VACCIBUS CHALON","71100",NULL
2468,"19, Avenue de l’Eguillette","Saint-Ouen-l'Aumône","Centre de vaccination - Parc d'activité Saint-Ouen-l’Aumône","95310",NULL
2470,"74, Avenue Ardouin","Le Plessis-Trévise","Barnum du Plessis-Trévise 1","94420",NULL
2471,"54, Avenue Jean-Baptiste Clement","Mitry-Mory","Centre de Vaccination éphémère de MITRY-MORY (AP-HP)","77290",NULL
2472,"5000, Av. Maurice de Vlaminck","Roissy-en-Brie","Centre de Vaccination ROISSY-EN-BRIE ","77680",NULL
2473,"2, Rue Ambroise croisat","Biars-sur-Cère","Andros Biars-sur-Cère","46130","05 65 10 10 10"
2474,"25, Avenue ratier","Figeac","Ratier-Figeac  ","46100",NULL
2475,", Rue Pierre de Coubertin","Sarrebourg","Centre de vaccination intercommunal de Sarrebourg (gymnase COSEC)","57400","+33800009110"
2476,"16bis, Route d’Aumale","Poix-de-Picardie","Centre de vaccination mobile - Communauté de communes Somme Sud-Ouest","80290",NULL
2477,"2, Boulevard de Friedberg","Villiers-sur-Marne","Barnum de Villiers sur Marne 1","94350",NULL
2478,"1, Place de l’Eglise","Les Trois-Bassins","Centre éphémère Trois Bassins","97426","0262 724 721"
2479,"1, Route de Saint Mammès","Moret-Loing-et-Orvanne","Centre de Vaccination éphémère MORET LOING ORVANNE","77250",NULL
2480,"1, R Jean Jaures","Annecy","ANNECY BONLIEU - Salle Eugène Verdun","74000",NULL
2481,"1, Boulevard du Mercantour","Nice","Pharmacie Aeroport Nice - Terminal 2","06200",NULL
2482,"83, Avenue Hegesippe Ibene","Sainte-Anne","Centre de vaccination éphémère de Sainte-Anne","97180",NULL
2483,"1, La Base de Loisirs","Jablines","Centre de Vaccination éphémère Base de loisirs de Jabelines-Annet","77450",NULL
2484,"31, Quai du Marechal Leclerc","Chartrettes","Centre de Vaccination éphémère Ile de loisirs de Bois-le-roi","77590",NULL
2485,"1002, Aeroport Charles de Gaulle","Roissy-en-France","Centre de vaccination éphémère - FedEx Roissy","95700",NULL
2486,", Route de Torcy","Vaires-sur-Marne","Centre de Vaccination éphémère BASE DE LOISIRS DE TORCY ","77360",NULL
2487,"35, Route d’Auxy","Buthiers","Centre de Vaccination éphémère BASE DE LOISIRS BUTHIER ","77760",NULL
2488,"12, Chemin de Saint-Jean","Cagnes-sur-Mer","Centre de vaccination Polygone Riviera (sans rdv)","06800",NULL
2489,"10, Rue de la Fontaine du Mail","Chenôve","MUSSP Chenôve","21300",NULL
2490,"16, Avenue de Saint Antoine","Marseille","Marseille Grand Littoral","13015",NULL
2491,"919, rue de Cambuston","Saint-André","Centre de vaccination éphémère Cambuston Saint-André","97440","0262 724 720"
2492,"240, Chemin Champ Borne","Saint-André","Centre de vaccination éphémère Champ-Borne Saint-André","97440","0262 724 720"
2493,"300, Rue Bois de Rose, La Cressonnière","Saint-André","Centre de vaccination éphémère Cressonnière Saint-André","97440","0262 724 720"
2494,"1, Allee de la Solidarite","Mont-de-Marsan","Centre de vaccination mobile Mutualité","40000",NULL
2495,"2, rue de La Paix","Vergt","Maison de santé pluridisciplinaire de Vergt","24380",NULL
2496,"5, Boulevard du Général de Gaulle","Draveil"," Draveil CVAE Ile de loisirs ","91210",NULL
2497,"5, avenue Charles de Gaulle","Étampes"," ETAMPES CVAE Base de Loisirs","91150",NULL
2498,"37, Avenue du 14 Juillet","Bondy","EMV Barnum Bondy","93140",NULL
2499,"1, avenue Aulot - parking et salle de la MSP de Saint Girons","Saint Girons","PROXI-VACCIN Saint Girons","9200",NULL
2500,"357, Rue du Mouret","Le Mas-dAzil","PROXI-VACCIN Le Mas dAzil","9290",NULL
2501,"4, Place du Foirail","Bram","centre de vaccination de Bram ","11150",NULL
2502,"6, route de la Ferté sous Jouarre","Mary-sur-Marne","Centre de Vaccination éphémère de Mary-sur-Marne CC Pays de l'Ourcq ","77440",NULL
2503,"68, Boulevard Alsace lorraine","Pamiers","OPERATION EPHEMERE PHARMACIE DE MILLIANE","9100",NULL
2504,", Boulevard de Normandie (palais des congrés)","Évreux","Centre le Cadran","27000","+33232338974"
2505,", ZAC VALGORA","La Valette-du-Var","Centre vaccination IKEA","83160",NULL
2506,", Avenue du 8 Mai 1945","Saint-Tropez","Centre vaccination SAINT TROPEZ","83990","06 98 26 08 14"
2507,", Cabinet médical, Oletta village","Oletta","Centre vaccination Oletta","20232","+33495390620"
2508,", Boulevard des Peintures","Marseille","UMCRA Canet","13014",NULL
2509,"196, Avenue de Perpignan","Canet-en-Roussillon","Centre de vaccination de Canet","66140","+33800541919"
2510,"17, Cite la Prade","Saint-Lizier","Proxi-vaccin à Saint Lizier","9190",NULL
2511,"213, Rue Jolivet","Tours","Centre de vaccination (37) - en attente","37000",NULL
2512,"8, Avenue Stéphane Mallarmé","Montélimar","Centre social Colucci","26200",NULL
2513,"Centre Commercial de la Petite Arche, Route de Paris","Tours","Centre Commercial Auchan Tours Nord","37000",NULL
2514,"9, Rue Gaston Plante","Grabels","Proxivaccin campings","34790",NULL
2515,"23, Route de Champs Blancs","Sainte-Feyre","Vaccibus","23000",NULL
2516,", Rue Canade","Barbentane","Centre Vaccination BARBENTANE - Salle communale","13570",NULL
2517,"3, Avenue des Ecoliers","Saint-Jean-de-Verges","MSP DU PLANTAUREL opération éphémère","9000",NULL
2518,"3, Boulevard Saint - Roch","Billom","Centre Hospitalier de Billom","63160","0473604803"
2519,"2, Avenue Gabriel Péri","Bezons","Centre de vaccination - CMS Bezons","95870",NULL
2520,", Rue Pasteur","Château-Renault","CV éphémère Château-Renault","37110",NULL
2521,"3 rue de nîmes,","Le Port","Mosquée Chaféite du Port","97420",NULL
2522,"5, Avenue René Cassin","Saint-Denis","Région Réunion","97490",NULL
2523,", Rue de la Croix Lanauve","Angoulême","centre de vaccination de la CPAM 16","16000",NULL
2524,", La Vigne","Le Palais","BELLE-ILE (Antenne du centre de Quiberon)","56360","+33297019956"
2525,"4, Allée du Préambule","Lieusaint","Centre de vaccination éphémère CC Carré Sénart ","77127",NULL
2526,"523, Terrasse de l’Agora","Évry-Courcouronnes","Evry CVA Ilan","91000",NULL
2527,"7, Avenue Pablo Picasso","Nanterre","Barnum APHP 92","92000",NULL
2528,"15, Rue des Frères Lumière","Brunstatt-Didenheim","Vacci'Mouv - Centre mobile","68350",NULL
2529,"303, Centre Commercial Destrellan","Baie-Mahault","Centre de vaccination éphémère Ccial Destreland/Cist Guadeloupe","97122",NULL
2530,"2, Route de Reims","Fains-Véel","Centre de secours de Bar le Duc","55000","03 72 85 01 17"
2531,", Allee des Flamboyants","Capesterre-Belle-Eau","Centre de vaccination éphémère itinérant ARS971 : Capesterre-Belle-Eau","97130",NULL
2532,"300, Avenue de l’Université","La Valette-du-Var","Centre vaccination Avenue 83","83160",NULL
2533,", Plusieurs de lieux de vaccination disponibles","Caen","Equipe mobile UMPS14 ","14000","+33800009110"
2534,"65, Rue de la Federation","Moissy-Cramayel","Centre éphémère à Moissy-Cramayel ","77550",NULL
2535,"172, Avenue Marcel Paul","La Seyne-sur-Mer","Centre Commercial LECLERC - La Seyne sur Mer","83500",NULL
2536,", Boulevard de l'Europe","La Seyne-sur-Mer","Centre commercial AUCHAN La Seyne sur Mer","83500",NULL
2537,"4, rue de l'église","Saint-Paul","Karavan Case Saline Centre","97422","0262 72 47 20"
2538,"13, Route de Fatima","Saint-Paul","Karavan Maison Célestin","97435","0262 72 47 20"
2539,"314, Chemin Summer 2","Saint-Paul","Karavan Salle Polyvalente","97460","0262 72 47 20"
2540,"32, Rue de l’Eglise","Saint-Paul","Karavan Joseph Grosset","97460","0262 72 47 20"
2541,"244, Rue de Vaugirard","Paris","Centres éphémères PCPS - Tour Eiffel et secouristes","75015",NULL
2542,", Centre commercial Ecully","Écully","Dispositif mobile de vaccination - Croix Rouge du Rhône","69130",NULL
2543,"16, Rue du Général de Gaulle","Collégien","Centre de Vaccination éphémère CC de Bay 2 ","77200",NULL
2544,"2bis, Avenue Georges Brassens","Saint-Denis","Vaccinobus","97400",NULL
2545,"26, Traversa Duttore Coltelloni","Oletta","Oletta","20232",NULL
2546,"26bis, Rue Lavoisier","Blois","Centre de vaccination - Blois 41 en attente","41000",NULL
2547,"12, Impasse Denis Papin","Saint-Georges-des-Coteaux","VACCIMOBILE17","17810",NULL
2548,"137, Rue Belharra","Saint-Jean-de-Luz","Centre de vaccination du CLAPS Olano : Saint-Jean-de-Luz, Guéthary, Bidart, Ahetze, Ciboure, St-Pée-sur-Nivelle, Urrugne, Sare","64500",NULL
2549,", Allee des Flamboyants - Ancien camp militaire","Anse-Bertrand","Centre de vaccination éphémère itinérant : Anse Bertrand","97121",NULL
2550,"2, rue Winston Churchill","Orléans","CV auberge de jeunesse","45000",NULL
2551,"16, Rue Charpentier","Bourg-la-Reine","Barnum FFSS 92","92340",NULL
2552,"11, Rue des Remparts","Champignelles","CV de Champignelles","89350","06 51 76 33 33"
2553,"30, Grande Rue","Charny Orée de Puisaye","Charny Orée Puisaye","89120",NULL
2554,"126, Route du Couquet","Capdenac","Centre de vaccination éphémère - Centre LECLERC - Capdenac","46100",NULL
2555,", Avenue de la Gare","Rians","Salle des fêtes le Caromp","83560",NULL
2556,"316, Centre Commercial de Cluny","Fort-de-France","Centre de vaccination de Cluny","97200","0596425560"
2557,"Cité administrative , Allée Jean Martinot","Laon","Centre de vaccination mobile - Bus vaccinal Aisne ARS DT02","02000",NULL
2558,"60, Rue de Ruze","Villeparisis","Centre de Vaccination Ephémère Villeparissis","77270",NULL
2559,"72, Avenue Ardouin","Le Plessis-Trévise","Barnum du Plessis Trèvise 2","94420",NULL
2560,"2, Rue Alexandre Chatrian","Claye-Souilly","Centre de vaccination éphémère  CC de CLAYE-SOUILLY ","77410",NULL
2561,"3u, Palais des Congres de Madiana","Schœlcher","Centre de vaccination Madiana","97233","Sans RDV"
2562,"82, Route de Bayonne","Toulouse","CDV31 Equipe Mobile ADPC31","31300",NULL
2563,", route départementale 957","Aiguines","Camping Municipal Le Galetas - Vernis","83630",NULL
2564,"2, Boulevard de Friedberg","Villiers-sur-Marne","Barnum de Villiers sur Marne","94350",NULL
2565,"13, Rue Galliéni","Cachan","Barnum Cachan","94230",NULL
2566,"21, Rue Henri Leduc","Villeneuve-Saint-Georges","Barnum Villeneuve-saint-Georges 2","94190",NULL
2567,"26, Rue des Limites","Bras-Panon","Centre éphémère du Champ de Foire","97412","0262 72 47 20"
2568,"40, Rue André Ridders","Le Nouvion-en-Thiérache","Centre de vaccination - Le Nouvion-en-Thiérache MSP","02170","0973056781"
2569,"38bis, Ruelle Magnan","Saint-Denis","Centre éphémère Lycée Leconte de Lisle","97490","0262 72 47 20"
2570,"31, Avenue Raymond Mondon","Le Port","Centre éphémère Lycée Léon Lépervanche","97420","0262 72 47 20"
2571,"72, Rue Roland Garros","Le Tampon","Centre éphémère Lycée Roland Garros","97430","0262 72 47 20"
2572,"porte 5, Centre Commercial Velizy 2","Vélizy-Villacoublay","Centre de vaccination Centre Commercial Régional Westfield Vélizy 2","78140",NULL
2573,"221, Avenue Pierre Brossolette","Montrouge","Equipe Mobile OFII 78","92120",NULL
2574,"3, Avenue Bernard Hirsch","Cergy","Centre de vaccination - ESSEC","95000",NULL
2575,"10, rue du Coq","LUNEVILLE","Centre de vaccination de Lunéville","54300",NULL
2576,"5, Chemin Fabien Hoarau","Le Tampon","Centre éphémère Plaine des Cafres","97418","0262 72 47 20"
2578,"260, Allée des Soupirs","Cahors","Centre de Vaccination de Grande Capacité de Cahors Ville SDIS_46","46000",NULL
2579,", Rue Dandin","Sainte-Anne","Centre de vaccination du Conseil départemental - Sainte Anne","97180","0690 26 35 10"
2580,"7, Rue de l’Arc En Ciel","Annecy","Campus universitaire d'Annecy le vieux - bibliothèque","74600","+33450092490"
2581,", RN 7","Villiers-en-Bière","Centre de vaccination éphémère CC de Villiers en Bière","77190",NULL
2582,"78, Rue du Général Leclerc","Le Kremlin-Bicêtre","Barnum Kremlin-Bicêtre","94270",NULL
2583,"76, Avenue Raspail","Gentilly","Barnum Gentilly","94250",NULL
2584,"Salle des fêtes, Rue du gymnase Noé Phalaris","Saint-Leu","Centre éphémère la Chaloupe Saint-Leu","97436","0262 72 47 20"
2585,"15, Chemin de la Découverte","Saint-Leu","Centre éphémère le Plate Saint-Leu","97424","0262 72 47 20"
